Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Name,Category,Subcategory,Quantity,Unit_Price,Discount,Revenue,Payment_Method,Customer_Type,Marketing_Channel
O001417,2025-11-24,C00210,Customer 00210,Male,36,New Delhi,Delhi,North,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,0.15,849.15,Credit Card,New,Email
O001418,2025-05-14,C01572,Customer 01572,Female,18,Siliguri,West Bengal,East,P023,Novel Collection,Books,Books,1,799,0.0,799.0,UPI,Returning,Organic
O001419,2025-01-28,C01946,Customer 01946,Male,34,Gwalior,Madhya Pradesh,Central,P016,Face Wash,Beauty & Personal Care,Skincare,1,399,0.15,339.15,Cash on Delivery,Returning,Affiliate
O001419,2025-01-28,C01946,Customer 01946,Male,34,Gwalior,Madhya Pradesh,Central,P009,Running Shoes,Fashion,Footwear,1,2999,0.0,2999.0,Cash on Delivery,Returning,Affiliate
O001420,2024-02-25,C01676,Customer 01676,Male,44,New Delhi,Delhi,North,P023,Novel Collection,Books,Books,1,799,0.1,719.1,Wallet,New,Instagram
O001421,2024-12-05,C02014,Customer 02014,Male,34,Thiruvananthapuram,Kerala,South,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.1,629.1,Credit Card,Returning,Email
O001422,2025-05-02,C02732,Customer 02732,Female,18,Gwalior,Madhya Pradesh,Central,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,0.05,4274.05,Cash on Delivery,Returning,Referral
O001423,2025-03-18,C01107,Customer 01107,Female,38,Delhi,Delhi,North,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,0.0,3499.0,UPI,Returning,Organic
O001424,2024-06-25,C03770,Customer 03770,Female,47,Thiruvananthapuram,Kerala,South,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,0.1,899.1,Credit Card,Returning,Organic
O001424,2024-06-25,C03770,Customer 03770,Female,47,Thiruvananthapuram,Kerala,South,P001,Smartphone X1,Electronics,Mobile Phones,3,23500,0.0,70500.0,Credit Card,Returning,Organic
O001424,2024-06-25,C03770,Customer 03770,Female,47,Thiruvananthapuram,Kerala,South,P019,Yoga Mat,Sports & Fitness,Fitness,3,1199,0.05,3417.15,Credit Card,Returning,Organic
O001425,2024-05-14,C02733,Customer 02733,Male,37,Vadodara,Gujarat,West,P019,Yoga Mat,Sports & Fitness,Fitness,1,1199,0.1,1079.1,Cash on Delivery,Returning,Instagram
O001426,2025-12-28,C02754,Customer 02754,Female,30,Raipur,Chhattisgarh,Central,P014,Air Fryer,Home & Kitchen,Appliances,2,5999,0.0,11998.0,Debit Card,Returning,Instagram
O001427,2024-08-23,C01474,Customer 01474,Female,31,Lucknow,Uttar Pradesh,North,P020,Dumbbell Set,Sports & Fitness,Fitness,1,2499,0.1,2249.1,Credit Card,Returning,Google
O001428,2025-06-15,C04593,Customer 04593,Female,39,Ahmedabad,Gujarat,West,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,0.1,21150.0,Debit Card,Returning,Instagram
O001429,2024-12-07,C02828,Customer 02828,Female,23,Delhi,Delhi,North,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,0.05,1709.05,Credit Card,Returning,Instagram
O001430,2024-01-27,C03344,Customer 03344,Male,41,Bhilai,Chhattisgarh,Central,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,0.1,5399.1,Credit Card,New,Referral
O001430,2024-01-27,C03344,Customer 03344,Male,41,Bhilai,Chhattisgarh,Central,P021,Cricket Bat,Sports & Fitness,Sports,2,3999,0.1,7198.2,Credit Card,New,Referral
O001431,2025-12-09,C01825,Customer 01825,Male,19,Durgapur,West Bengal,East,P008,Denim Jeans,Fashion,Apparel,1,1899,0.05,1804.05,Net Banking,Returning,Organic
O001431,2025-12-09,C01825,Customer 01825,Male,19,Durgapur,West Bengal,East,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,0.0,2999.0,Net Banking,Returning,Organic
O001432,2025-06-22,C00183,Customer 00183,Male,35,Jaipur,Rajasthan,West,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,0.05,3324.05,Debit Card,Returning,Instagram
O001433,2025-09-22,C03740,Customer 03740,Female,32,Rajkot,Gujarat,West,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,0.0,3999.0,Credit Card,Returning,Facebook
O001433,2025-09-22,C03740,Customer 03740,Female,32,Rajkot,Gujarat,West,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,0.1,4049.1,Credit Card,Returning,Facebook
O001433,2025-09-22,C03740,Customer 03740,Female,32,Rajkot,Gujarat,West,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,2,699,0.05,1328.1,Credit Card,Returning,Facebook
O001433,2025-09-22,C03740,Customer 03740,Female,32,Rajkot,Gujarat,West,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,2,2999,0.15,5098.3,Credit Card,Returning,Facebook
O001434,2024-09-21,C00006,Customer 00006,Male,30,Hyderabad,Telangana,South,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.1,629.1,UPI,Returning,Google
O001434,2024-09-21,C00006,Customer 00006,Male,30,Hyderabad,Telangana,South,P008,Denim Jeans,Fashion,Apparel,1,1899,0.0,1899.0,UPI,Returning,Google
O001435,2024-08-28,C02290,Customer 02290,Female,25,Berhampur,Odisha,East,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,0.1,1799.1,UPI,New,Instagram
O001435,2024-08-28,C02290,Customer 02290,Female,25,Berhampur,Odisha,East,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0.2,719.2,UPI,New,Instagram
O001436,2025-10-20,C03632,Customer 03632,Female,31,Coimbatore,Tamil Nadu,South,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0.05,854.05,Net Banking,Returning,Instagram
O001437,2025-11-26,C04137,Customer 04137,Female,30,Indore,Madhya Pradesh,Central,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,0.0,2999.0,Cash on Delivery,Returning,Organic
O001437,2025-11-26,C04137,Customer 04137,Female,30,Indore,Madhya Pradesh,Central,P004,Power Bank 20000mAh,Electronics,Accessories,2,1999,0.1,3598.2,Cash on Delivery,Returning,Organic
O001438,2024-10-22,C00719,Customer 00719,Male,45,Tirupati,Andhra Pradesh,South,P008,Denim Jeans,Fashion,Apparel,1,1899,0.0,1899.0,UPI,New,Facebook
O001438,2024-10-22,C00719,Customer 00719,Male,45,Tirupati,Andhra Pradesh,South,P001,Smartphone X1,Electronics,Mobile Phones,2,23500,0.0,47000.0,UPI,New,Facebook
O001439,2024-09-22,C00262,Customer 00262,Male,29,Vadodara,Gujarat,West,P022,Exam Preparation Set,Books,Education,2,1299,0.1,2338.2,UPI,Returning,Instagram
O001439,2024-09-22,C00262,Customer 00262,Male,29,Vadodara,Gujarat,West,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,0.0,3499.0,UPI,Returning,Instagram
O001439,2024-09-22,C00262,Customer 00262,Male,29,Vadodara,Gujarat,West,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,0.05,1709.05,UPI,Returning,Instagram
O001440,2024-03-19,C04288,Customer 04288,Female,39,Hyderabad,Telangana,South,P020,Dumbbell Set,Sports & Fitness,Fitness,1,2499,0.05,2374.05,Wallet,New,Organic
O001441,2024-11-15,C02397,Customer 02397,Male,18,Vadodara,Gujarat,West,P007,Cotton T-Shirt,Fashion,Apparel,3,899,0.0,2697.0,Net Banking,New,Facebook
O001442,2024-01-08,C00289,Customer 00289,Male,42,Bhilai,Chhattisgarh,Central,P008,Denim Jeans,Fashion,Apparel,1,1899,0.2,1519.2,Credit Card,New,Google
O001442,2024-01-08,C00289,Customer 00289,Male,42,Bhilai,Chhattisgarh,Central,P020,Dumbbell Set,Sports & Fitness,Fitness,1,2499,0.15,2124.15,Credit Card,New,Google
O001442,2024-01-08,C00289,Customer 00289,Male,42,Bhilai,Chhattisgarh,Central,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,0.0,23500.0,Credit Card,New,Google
O001443,2025-04-23,C00902,Customer 00902,Male,35,Bhilai,Chhattisgarh,Central,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0.1,809.1,Credit Card,Returning,Organic
O001443,2025-04-23,C00902,Customer 00902,Male,35,Bhilai,Chhattisgarh,Central,P005,Laptop Air 14,Electronics,Laptops,1,49900,0.0,49900.0,Credit Card,Returning,Organic
O001444,2024-01-10,C01921,Customer 01921,Male,23,Raipur,Chhattisgarh,Central,P021,Cricket Bat,Sports & Fitness,Sports,3,3999,0.1,10797.3,UPI,New,Facebook
O001445,2025-12-14,C01563,Customer 01563,Male,30,Raipur,Chhattisgarh,Central,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,0.05,1519.05,UPI,Returning,Affiliate
O001446,2024-05-09,C03517,Customer 03517,Female,21,New Delhi,Delhi,North,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,0.0,3999.0,Credit Card,Returning,Referral
O001447,2025-09-14,C01000,Customer 01000,Male,29,Raipur,Chhattisgarh,Central,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,0.05,1709.05,Debit Card,Returning,Affiliate
O001447,2025-09-14,C01000,Customer 01000,Male,29,Raipur,Chhattisgarh,Central,P020,Dumbbell Set,Sports & Fitness,Fitness,1,2499,0.0,2499.0,Debit Card,Returning,Affiliate
O001448,2025-10-05,C01400,Customer 01400,Male,34,Kozhikode,Kerala,South,P005,Laptop Air 14,Electronics,Laptops,2,49900,0.0,99800.0,Credit Card,Returning,Google
O001449,2025-07-28,C01349,Customer 01349,Male,20,Vijayawada,Andhra Pradesh,South,P003,Bluetooth Speaker,Electronics,Audio,1,4499,0.2,3599.2,Credit Card,Returning,Google
O001450,2025-06-22,C03735,Customer 03735,Female,40,Udaipur,Rajasthan,West,P019,Yoga Mat,Sports & Fitness,Fitness,1,1199,0.0,1199.0,Credit Card,Returning,Instagram
O001451,2024-01-05,C02211,Customer 02211,Female,33,Ludhiana,Punjab,North,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,0.1,21150.0,UPI,New,Referral
O001451,2024-01-05,C02211,Customer 02211,Female,33,Ludhiana,Punjab,North,P009,Running Shoes,Fashion,Footwear,2,2999,0.05,5698.1,UPI,New,Referral
O001452,2024-03-26,C01158,Customer 01158,Female,28,Udaipur,Rajasthan,West,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,0.05,1709.05,UPI,New,Affiliate
O001452,2024-03-26,C01158,Customer 01158,Female,28,Udaipur,Rajasthan,West,P023,Novel Collection,Books,Books,1,799,0.05,759.05,UPI,New,Affiliate
O001452,2024-03-26,C01158,Customer 01158,Female,28,Udaipur,Rajasthan,West,P016,Face Wash,Beauty & Personal Care,Skincare,1,399,0.2,319.2,UPI,New,Affiliate
O001453,2024-04-03,C01510,Customer 01510,Female,31,Mumbai,Maharashtra,West,P022,Exam Preparation Set,Books,Education,1,1299,0.15,1104.15,Net Banking,New,Instagram
O001453,2024-04-03,C01510,Customer 01510,Female,31,Mumbai,Maharashtra,West,P021,Cricket Bat,Sports & Fitness,Sports,2,3999,0.0,7998.0,Net Banking,New,Instagram
O001454,2025-02-19,C00423,Customer 00423,Female,33,Bengaluru,Karnataka,South,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,0.2,3199.2,Wallet,Returning,Facebook
O001455,2025-03-25,C03142,Customer 03142,Female,27,Chennai,Tamil Nadu,South,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,0.05,3799.05,Credit Card,New,Instagram
O001455,2025-03-25,C03142,Customer 03142,Female,27,Chennai,Tamil Nadu,South,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,0.15,3824.15,Credit Card,New,Instagram
O001456,2024-07-22,C04931,Customer 04931,Male,31,Rourkela,Odisha,East,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,0.05,22325.0,Credit Card,Returning,Google
O001456,2024-07-22,C04931,Customer 04931,Male,31,Rourkela,Odisha,East,P013,Mixer Grinder,Home & Kitchen,Appliances,2,4499,0.0,8998.0,Credit Card,Returning,Google
O001456,2024-07-22,C04931,Customer 04931,Male,31,Rourkela,Odisha,East,P010,Backpack 25L,Fashion,Bags,1,1599,0.0,1599.0,Credit Card,Returning,Google
O001457,2024-03-26,C01148,Customer 01148,Female,26,Noida,Uttar Pradesh,North,P020,Dumbbell Set,Sports & Fitness,Fitness,2,2499,0.1,4498.2,Cash on Delivery,Returning,Organic
O001458,2024-11-26,C01882,Customer 01882,Male,43,Rajkot,Gujarat,West,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.15,594.15,Debit Card,Returning,Affiliate
O001459,2024-01-13,C04910,Customer 04910,Male,25,Varanasi,Uttar Pradesh,North,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,0.05,5699.05,UPI,New,Google
O001459,2024-01-13,C04910,Customer 04910,Male,25,Varanasi,Uttar Pradesh,North,P001,Smartphone X1,Electronics,Mobile Phones,3,23500,0.05,66975.0,UPI,New,Google
O001460,2024-11-23,C03697,Customer 03697,Male,37,Delhi,Delhi,North,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0.15,764.15,UPI,Returning,Email
O001460,2024-11-23,C03697,Customer 03697,Male,37,Delhi,Delhi,North,P005,Laptop Air 14,Electronics,Laptops,1,49900,0.0,49900.0,UPI,Returning,Email
O001460,2024-11-23,C03697,Customer 03697,Male,37,Delhi,Delhi,North,P003,Bluetooth Speaker,Electronics,Audio,1,4499,0.05,4274.05,UPI,Returning,Email
O001461,2024-08-19,C02545,Customer 02545,Female,37,Bhilai,Chhattisgarh,Central,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.0,699.0,UPI,Returning,Facebook
O001461,2024-08-19,C02545,Customer 02545,Female,37,Bhilai,Chhattisgarh,Central,P008,Denim Jeans,Fashion,Apparel,1,1899,0.2,1519.2,UPI,Returning,Facebook
O001462,2025-12-01,C01938,Customer 01938,Male,28,Kozhikode,Kerala,South,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0.05,854.05,UPI,Returning,Instagram
O001463,2025-03-27,C01993,Customer 01993,Male,42,Patna,Bihar,East,P008,Denim Jeans,Fashion,Apparel,1,1899,0.05,1804.05,UPI,Returning,Instagram
O001463,2025-03-27,C01993,Customer 01993,Male,42,Patna,Bihar,East,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,0.2,18800.0,UPI,Returning,Instagram
O001464,2025-03-08,C01110,Customer 01110,Female,27,Noida,Uttar Pradesh,North,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,0.0,1799.0,Cash on Delivery,Returning,Organic
O001465,2024-09-28,C02579,Customer 02579,Male,33,Udaipur,Rajasthan,West,P006,Gaming Mouse,Electronics,Computer Accessories,3,1799,0.15,4587.45,Credit Card,Returning,Facebook
O001466,2025-04-27,C01400,Customer 01400,Male,34,Kozhikode,Kerala,South,P005,Laptop Air 14,Electronics,Laptops,1,49900,0.05,47405.0,UPI,Returning,Google
O001466,2025-04-27,C01400,Customer 01400,Male,34,Kozhikode,Kerala,South,P016,Face Wash,Beauty & Personal Care,Skincare,1,399,0.0,399.0,UPI,Returning,Google
O001467,2024-02-01,C03149,Customer 03149,Female,35,Kanpur,Uttar Pradesh,North,P001,Smartphone X1,Electronics,Mobile Phones,2,23500,0.15,39950.0,Credit Card,New,Referral
O001468,2024-04-04,C01539,Customer 01539,Male,33,Bhubaneswar,Odisha,East,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,0.0,1799.0,UPI,New,Referral
O001469,2024-08-25,C01900,Customer 01900,Male,25,Chennai,Tamil Nadu,South,P010,Backpack 25L,Fashion,Bags,1,1599,0.15,1359.15,Credit Card,Returning,Affiliate
O001469,2024-08-25,C01900,Customer 01900,Male,25,Chennai,Tamil Nadu,South,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,0.15,1529.15,Credit Card,Returning,Affiliate
O001470,2025-09-17,C00919,Customer 00919,Male,18,Bhubaneswar,Odisha,East,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,0.0,5999.0,Cash on Delivery,Returning,Instagram
O001471,2024-09-26,C02181,Customer 02181,Female,33,Kozhikode,Kerala,South,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,0.05,4274.05,Debit Card,New,Affiliate
O001471,2024-09-26,C02181,Customer 02181,Female,33,Kozhikode,Kerala,South,P001,Smartphone X1,Electronics,Mobile Phones,3,23500,0.1,63450.0,Debit Card,New,Affiliate
O001472,2024-02-21,C04864,Customer 04864,Female,31,Panipat,Haryana,North,P005,Laptop Air 14,Electronics,Laptops,2,49900,0.05,94810.0,UPI,Returning,Google
O001472,2024-02-21,C04864,Customer 04864,Female,31,Panipat,Haryana,North,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,0.1,1799.1,UPI,Returning,Google
O001473,2025-01-06,C00724,Customer 00724,Female,24,Visakhapatnam,Andhra Pradesh,South,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.15,594.15,Credit Card,Returning,Google
O001474,2024-05-04,C00103,Customer 00103,Female,20,Bengaluru,Karnataka,South,P009,Running Shoes,Fashion,Footwear,2,2999,0.0,5998.0,Debit Card,Returning,Referral
O001475,2025-07-23,C02947,Customer 02947,Male,35,Gwalior,Madhya Pradesh,Central,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.0,699.0,Cash on Delivery,Returning,Affiliate
O001476,2025-06-26,C04493,Customer 04493,Female,24,Patna,Bihar,East,P013,Mixer Grinder,Home & Kitchen,Appliances,2,4499,0.15,7648.3,Wallet,Returning,Google
O001476,2025-06-26,C04493,Customer 04493,Female,24,Patna,Bihar,East,P016,Face Wash,Beauty & Personal Care,Skincare,1,399,0.0,399.0,Wallet,Returning,Google
O001476,2025-06-26,C04493,Customer 04493,Female,24,Patna,Bihar,East,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,0.05,1709.05,Wallet,Returning,Google
O001477,2025-02-13,C03586,Customer 03586,Female,21,Delhi,Delhi,North,P009,Running Shoes,Fashion,Footwear,2,2999,0.1,5398.2,UPI,New,Organic
O001477,2025-02-13,C03586,Customer 03586,Female,21,Delhi,Delhi,North,P005,Laptop Air 14,Electronics,Laptops,3,49900,0.0,149700.0,UPI,New,Organic
O001477,2025-02-13,C03586,Customer 03586,Female,21,Delhi,Delhi,North,P016,Face Wash,Beauty & Personal Care,Skincare,2,399,0.1,718.2,UPI,New,Organic
O001478,2025-09-30,C01081,Customer 01081,Male,44,Pune,Maharashtra,West,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,0.2,1599.2,Debit Card,Returning,Email
O001479,2025-05-26,C04168,Customer 04168,Male,22,Lucknow,Uttar Pradesh,North,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0.05,854.05,Wallet,Returning,Email
O001479,2025-05-26,C04168,Customer 04168,Male,22,Lucknow,Uttar Pradesh,North,P003,Bluetooth Speaker,Electronics,Audio,4,4499,0.0,17996.0,Wallet,Returning,Email
O001479,2025-05-26,C04168,Customer 04168,Male,22,Lucknow,Uttar Pradesh,North,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,0.1,899.1,Wallet,Returning,Email
O001479,2025-05-26,C04168,Customer 04168,Male,22,Lucknow,Uttar Pradesh,North,P008,Denim Jeans,Fashion,Apparel,3,1899,0.1,5127.3,Wallet,Returning,Email
O001480,2024-02-16,C03797,Customer 03797,Male,36,Kanpur,Uttar Pradesh,North,P009,Running Shoes,Fashion,Footwear,1,2999,0.05,2849.05,UPI,New,Google
O001481,2024-07-21,C04932,Customer 04932,Female,25,Muzaffarpur,Bihar,East,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,0.1,1439.1,UPI,Returning,Google
O001481,2024-07-21,C04932,Customer 04932,Female,25,Muzaffarpur,Bihar,East,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,0.0,3999.0,UPI,Returning,Google
O001482,2024-01-16,C04914,Customer 04914,Male,26,Pune,Maharashtra,West,P008,Denim Jeans,Fashion,Apparel,1,1899,0.2,1519.2,Debit Card,New,Facebook
O001483,2024-06-14,C02007,Customer 02007,Female,31,Thiruvananthapuram,Kerala,South,P014,Air Fryer,Home & Kitchen,Appliances,2,5999,0.05,11398.1,UPI,New,Organic
O001483,2024-06-14,C02007,Customer 02007,Female,31,Thiruvananthapuram,Kerala,South,P005,Laptop Air 14,Electronics,Laptops,2,49900,0.05,94810.0,UPI,New,Organic
O001484,2025-06-13,C03481,Customer 03481,Male,20,Jalandhar,Punjab,North,P007,Cotton T-Shirt,Fashion,Apparel,2,899,0.0,1798.0,UPI,New,Organic
O001485,2024-09-09,C04425,Customer 04425,Male,38,Bhilai,Chhattisgarh,Central,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,0.1,5399.1,Credit Card,New,Affiliate
O001486,2025-04-23,C04093,Customer 04093,Male,18,Visakhapatnam,Andhra Pradesh,South,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,0.1,1439.1,Cash on Delivery,Returning,Affiliate
O001487,2024-03-23,C01852,Customer 01852,Female,33,New Delhi,Delhi,North,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,0.0,1999.0,Debit Card,New,Google
O001487,2024-03-23,C01852,Customer 01852,Female,33,New Delhi,Delhi,North,P005,Laptop Air 14,Electronics,Laptops,1,49900,0.0,49900.0,Debit Card,New,Google
O001487,2024-03-23,C01852,Customer 01852,Female,33,New Delhi,Delhi,North,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,0.05,1519.05,Debit Card,New,Google
O001487,2024-03-23,C01852,Customer 01852,Female,33,New Delhi,Delhi,North,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.1,629.1,Debit Card,New,Google
O001488,2025-01-02,C01083,Customer 01083,Female,40,Udaipur,Rajasthan,West,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,0.0,3499.0,UPI,Returning,Google
O001489,2024-03-17,C03592,Customer 03592,Male,21,Delhi,Delhi,North,P022,Exam Preparation Set,Books,Education,1,1299,0.2,1039.2,Cash on Delivery,Returning,Instagram
O001489,2024-03-17,C03592,Customer 03592,Male,21,Delhi,Delhi,North,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,0.05,3324.05,Cash on Delivery,Returning,Instagram
O001490,2025-08-20,C04166,Customer 04166,Female,27,Hyderabad,Telangana,South,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,0.2,1279.2,Credit Card,Returning,Instagram
O001491,2025-07-10,C01527,Customer 01527,Female,22,Jaipur,Rajasthan,West,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,0.1,1799.1,Net Banking,New,Organic
O001491,2025-07-10,C01527,Customer 01527,Female,22,Jaipur,Rajasthan,West,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,2,2999,0.05,5698.1,Net Banking,New,Organic
O001492,2025-05-15,C03922,Customer 03922,Female,18,Kolkata,West Bengal,East,P010,Backpack 25L,Fashion,Bags,1,1599,0.15,1359.15,UPI,Returning,Google
O001493,2025-01-07,C02647,Customer 02647,Male,23,Salem,Tamil Nadu,South,P001,Smartphone X1,Electronics,Mobile Phones,2,23500,0.0,47000.0,UPI,New,Referral
O001494,2024-05-17,C02489,Customer 02489,Male,46,Hyderabad,Telangana,South,P005,Laptop Air 14,Electronics,Laptops,4,49900,0.1,179640.0,UPI,New,Affiliate
O001495,2024-07-28,C04272,Customer 04272,Female,32,Kochi,Kerala,South,P021,Cricket Bat,Sports & Fitness,Sports,4,3999,0.1,14396.4,Wallet,Returning,Organic
O001496,2025-05-25,C04566,Customer 04566,Male,31,Varanasi,Uttar Pradesh,North,P021,Cricket Bat,Sports & Fitness,Sports,2,3999,0.2,6398.4,Cash on Delivery,Returning,Instagram
O001496,2025-05-25,C04566,Customer 04566,Male,31,Varanasi,Uttar Pradesh,North,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0.15,764.15,Cash on Delivery,Returning,Instagram
O001497,2024-10-02,C00380,Customer 00380,Female,18,Jalandhar,Punjab,North,P013,Mixer Grinder,Home & Kitchen,Appliances,3,4499,0.0,13497.0,Debit Card,New,Instagram
O001498,2025-02-15,C01857,Customer 01857,Female,46,Jaipur,Rajasthan,West,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,0.05,664.05,UPI,Returning,Organic
O001499,2025-09-29,C02051,Customer 02051,Male,28,Bhilai,Chhattisgarh,Central,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,0.0,3499.0,Debit Card,Returning,Referral
O001500,2025-09-23,C03866,Customer 03866,Female,25,Kanpur,Uttar Pradesh,North,P019,Yoga Mat,Sports & Fitness,Fitness,2,1199,0.0,2398.0,Net Banking,Returning,Google
O001501,2025-12-20,C03625,Customer 03625,Male,23,Nashik,Maharashtra,West,P009,Running Shoes,Fashion,Footwear,2,2999,0.1,5398.2,Credit Card,New,Email
O001501,2025-12-20,C03625,Customer 03625,Male,23,Nashik,Maharashtra,West,P019,Yoga Mat,Sports & Fitness,Fitness,2,1199,0.1,2158.2,Credit Card,New,Email
O001502,2024-12-07,C04166,Customer 04166,Female,27,Hyderabad,Telangana,South,P009,Running Shoes,Fashion,Footwear,1,2999,0.0,2999.0,Cash on Delivery,Returning,Google
O001503,2025-05-25,C04879,Customer 04879,Male,52,Faridabad,Haryana,North,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,0.1,4049.1,Cash on Delivery,Returning,Email
O001503,2025-05-25,C04879,Customer 04879,Male,52,Faridabad,Haryana,North,P004,Power Bank 20000mAh,Electronics,Accessories,2,1999,0.15,3398.3,Cash on Delivery,Returning,Email
O001503,2025-05-25,C04879,Customer 04879,Male,52,Faridabad,Haryana,North,P010,Backpack 25L,Fashion,Bags,1,1599,0.1,1439.1,Cash on Delivery,Returning,Email
O001504,2025-11-09,C04523,Customer 04523,Male,24,Faridabad,Haryana,North,P019,Yoga Mat,Sports & Fitness,Fitness,3,1199,0.05,3417.15,UPI,Returning,Google
O001504,2025-11-09,C04523,Customer 04523,Male,24,Faridabad,Haryana,North,P006,Gaming Mouse,Electronics,Computer Accessories,3,1799,0.2,4317.6,UPI,Returning,Google
O001505,2025-01-01,C01733,Customer 01733,Male,34,Pune,Maharashtra,West,P023,Novel Collection,Books,Books,1,799,0.2,639.2,Debit Card,Returning,Facebook
O001505,2025-01-01,C01733,Customer 01733,Male,34,Pune,Maharashtra,West,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,0.15,2549.15,Debit Card,Returning,Facebook
O001506,2025-12-01,C01050,Customer 01050,Male,38,Varanasi,Uttar Pradesh,North,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,0.05,1899.05,Credit Card,Returning,Referral
O001507,2025-03-10,C03035,Customer 03035,Male,27,Berhampur,Odisha,East,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,2,699,0.15,1188.3,Cash on Delivery,New,Instagram
O001507,2025-03-10,C03035,Customer 03035,Male,27,Berhampur,Odisha,East,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,0.1,1439.1,Cash on Delivery,New,Instagram
O001508,2025-05-12,C03617,Customer 03617,Female,38,Jodhpur,Rajasthan,West,P020,Dumbbell Set,Sports & Fitness,Fitness,1,2499,0.0,2499.0,Wallet,New,Referral
O001509,2025-08-12,C00401,Customer 00401,Male,33,Kochi,Kerala,South,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,3,699,0.0,2097.0,Credit Card,Returning,Email
O001510,2025-10-30,C02136,Customer 02136,Male,30,Warangal,Telangana,South,P010,Backpack 25L,Fashion,Bags,1,1599,0.15,1359.15,Debit Card,Returning,Facebook
