Customer_ID,cohort_month,order_month,months_since_first_purchase
C01263,2025-05,2025-05,0
C01264,2025-01,2025-01,0
C01267,2025-01,2025-01,0
C01267,2025-01,2025-03,1
C01267,2025-01,2025-06,4
C01267,2025-01,2025-12,10
C01268,2024-01,2024-01,0
C01268,2024-01,2024-02,0
C01268,2024-01,2024-08,6
C01268,2024-01,2024-10,8
C01268,2024-01,2025-02,12
C01269,2024-03,2024-03,0
C01269,2024-03,2024-08,4
C01269,2024-03,2024-11,7
C01269,2024-03,2025-04,12
C01270,2025-03,2025-03,0
C01270,2025-03,2025-06,2
C01270,2025-03,2025-08,4
C01272,2024-05,2024-05,0
C01272,2024-05,2025-12,18
C01273,2024-03,2024-03,0
C01273,2024-03,2024-07,3
C01273,2024-03,2025-12,20
C01274,2024-04,2024-04,0
C01274,2024-04,2024-05,0
C01274,2024-04,2024-11,6
C01274,2024-04,2025-07,14
C01275,2024-10,2024-10,0
C01275,2024-10,2025-10,11
C01277,2024-02,2024-02,0
C01277,2024-02,2024-06,3
C01277,2024-02,2025-02,11
C01279,2025-02,2025-02,0
C01279,2025-02,2025-12,10
C01280,2024-01,2024-01,0
C01280,2024-01,2024-07,5
C01280,2024-01,2025-07,17
C01281,2024-03,2024-03,0
C01281,2024-03,2024-06,2
C01282,2025-02,2025-02,0
C01282,2025-02,2025-05,2
C01282,2025-02,2025-11,8
C01283,2024-06,2024-06,0
C01284,2024-01,2024-01,0
C01284,2024-01,2024-05,4
C01284,2024-01,2024-09,8
C01284,2024-01,2025-01,12
C01284,2024-01,2025-10,21
C01285,2024-03,2024-03,0
C01285,2024-03,2025-10,18
C01286,2024-03,2024-03,0
C01286,2024-03,2024-10,6
C01287,2024-06,2024-06,0
C01288,2024-05,2024-05,0
C01288,2024-05,2025-01,7
C01288,2024-05,2025-07,13
C01288,2024-05,2025-10,16
C01288,2024-05,2025-12,18
C01289,2024-03,2024-03,0
C01289,2024-03,2024-08,4
C01292,2024-07,2024-07,0
C01294,2024-01,2024-01,0
C01294,2024-01,2024-02,0
C01294,2024-01,2025-07,17
C01295,2024-01,2024-01,0
C01295,2024-01,2025-08,18
C01295,2024-01,2025-09,19
C01295,2024-01,2025-10,20
C01296,2024-05,2024-05,0
C01297,2024-05,2024-05,0
C01297,2024-05,2024-09,3
C01297,2024-05,2024-10,4
C01297,2024-05,2024-11,5
C01297,2024-05,2025-08,14
C01299,2024-11,2024-11,0
C01299,2024-11,2025-03,3
C01299,2024-11,2025-05,5
C01299,2024-11,2025-08,8
C01301,2025-07,2025-07,0
C01301,2025-07,2025-12,4
C01302,2025-04,2025-04,0
C01302,2025-04,2025-07,2
C01302,2025-04,2025-09,4
C01304,2024-10,2024-10,0
C01304,2024-10,2025-01,2
C01304,2024-10,2025-03,4
C01305,2024-01,2024-01,0
C01305,2024-01,2024-03,1
C01305,2024-01,2025-05,15
C01305,2024-01,2025-09,19
C01307,2024-01,2024-01,0
C01307,2024-01,2024-06,4
C01307,2024-01,2024-10,8
C01307,2024-01,2025-02,12
C01307,2024-01,2025-06,16
C01307,2024-01,2025-07,17
C01308,2024-01,2024-01,0
C01308,2024-01,2024-04,3
C01309,2025-02,2025-02,0
C01310,2024-04,2024-04,0
C01310,2024-04,2024-07,2
C01310,2024-04,2025-02,9
C01310,2024-04,2025-07,14
C01311,2024-04,2024-04,0
C01311,2024-04,2025-11,18
C01312,2024-01,2024-01,0
C01313,2025-05,2025-05,0
C01313,2025-05,2025-08,2
C01314,2025-08,2025-08,0
C01315,2024-04,2024-04,0
C01315,2024-04,2025-06,13
C01316,2025-09,2025-09,0
C01317,2025-03,2025-03,0
C01317,2025-03,2025-07,3
C01317,2025-03,2025-09,5
C01318,2024-07,2024-07,0
C01318,2024-07,2025-06,10
C01318,2024-07,2025-07,11
C01318,2024-07,2025-09,13
C01318,2024-07,2025-10,14
C01319,2024-11,2024-11,0
C01319,2024-11,2025-01,1
C01319,2024-11,2025-07,7
C01320,2025-04,2025-04,0
C01321,2024-01,2024-01,0
C01321,2024-01,2025-04,14
C01321,2024-01,2025-05,15
C01322,2024-07,2024-07,0
C01322,2024-07,2025-08,12
C01323,2025-06,2025-06,0
C01324,2024-04,2024-04,0
C01324,2024-04,2024-11,6
C01324,2024-04,2025-08,15
C01328,2024-04,2024-04,0
C01328,2024-04,2024-08,3
C01328,2024-04,2025-03,10
C01330,2024-02,2024-02,0
C01330,2024-02,2024-10,7
C01331,2024-03,2024-03,0
C01331,2024-03,2024-05,1
C01331,2024-03,2024-08,4
C01332,2024-05,2024-05,0
C01332,2024-05,2025-04,10
C01332,2024-05,2025-10,16
C01333,2025-03,2025-03,0
C01334,2025-08,2025-08,0
C01334,2025-08,2025-11,2
C01335,2025-08,2025-08,0
C01335,2025-08,2025-09,0
C01336,2025-02,2025-02,0
C01337,2024-06,2024-06,0
C01338,2024-07,2024-07,0
C01338,2024-07,2024-08,0
C01340,2024-12,2024-12,0
C01340,2024-12,2025-03,2
C01342,2024-01,2024-01,0
C01342,2024-01,2024-02,0
C01342,2024-01,2024-07,5
C01342,2024-01,2025-05,15
C01343,2024-04,2024-04,0
C01343,2024-04,2024-09,4
C01343,2024-04,2025-08,15
C01343,2024-04,2025-11,18
C01344,2024-04,2024-04,0
C01344,2024-04,2024-06,1
C01344,2024-04,2025-07,14
C01348,2024-02,2024-02,0
C01349,2024-01,2024-01,0
C01349,2024-01,2024-08,6
C01349,2024-01,2024-11,9
C01349,2024-01,2025-02,12
C01349,2024-01,2025-05,15
C01349,2024-01,2025-06,16
C01349,2024-01,2025-07,17
C01349,2024-01,2025-11,21
C01350,2024-04,2024-04,0
C01350,2024-04,2024-06,1
C01350,2024-04,2024-09,4
C01350,2024-04,2025-05,12
C01350,2024-04,2025-08,15
C01351,2024-03,2024-03,0
C01351,2024-03,2024-10,6
C01351,2024-03,2025-09,17
C01352,2024-09,2024-09,0
C01352,2024-09,2025-03,5
C01352,2024-09,2025-10,12
C01354,2024-02,2024-02,0
C01354,2024-02,2024-07,4
C01354,2024-02,2025-02,11
C01354,2024-02,2025-03,12
C01354,2024-02,2025-05,14
C01355,2024-02,2024-02,0
C01355,2024-02,2025-05,14
C01355,2024-02,2025-11,20
C01356,2025-08,2025-08,0
C01357,2024-03,2024-03,0
C01357,2024-03,2024-05,1
C01357,2024-03,2025-08,16
C01358,2024-01,2024-01,0
C01358,2024-01,2024-04,3
C01358,2024-01,2024-05,4
C01358,2024-01,2024-07,6
C01358,2024-01,2024-10,9
C01358,2024-01,2024-12,11
C01359,2024-01,2024-01,0
C01359,2024-01,2024-02,0
C01359,2024-01,2025-07,17
C01361,2024-05,2024-05,0
C01361,2024-05,2024-07,1
C01361,2024-05,2025-05,11
C01362,2024-10,2024-10,0
C01363,2025-10,2025-10,0
C01364,2024-06,2024-06,0
C01364,2024-06,2025-10,15
C01369,2025-11,2025-11,0
C01370,2024-01,2024-01,0
C01371,2025-01,2025-01,0
C01371,2025-01,2025-03,1
C01373,2024-11,2024-11,0
C01374,2024-06,2024-06,0
C01374,2024-06,2025-03,8
C01375,2024-12,2024-12,0
C01376,2024-04,2024-04,0
C01376,2024-04,2024-11,6
C01376,2024-04,2024-12,7
C01378,2024-01,2024-01,0
C01378,2024-01,2024-05,3
C01378,2024-01,2024-08,6
C01378,2024-01,2024-11,9
C01378,2024-01,2025-03,13
C01378,2024-01,2025-09,19
C01378,2024-01,2025-10,20
C01379,2024-11,2024-11,0
C01380,2025-09,2025-09,0
C01380,2025-09,2025-12,2
C01381,2024-04,2024-04,0
C01381,2024-04,2024-08,3
C01381,2024-04,2025-09,16
C01384,2025-07,2025-07,0
C01385,2025-04,2025-04,0
C01385,2025-04,2025-05,0
C01386,2024-10,2024-10,0
C01387,2024-03,2024-03,0
C01387,2024-03,2024-05,1
C01389,2025-05,2025-05,0
C01392,2024-11,2024-11,0
C01392,2024-11,2025-05,5
C01394,2025-05,2025-05,0
C01395,2024-02,2024-02,0
C01395,2024-02,2024-03,0
C01395,2024-02,2024-05,2
C01395,2024-02,2024-08,5
C01395,2024-02,2024-10,7
C01395,2024-02,2025-12,21
C01399,2024-03,2024-03,0
C01399,2024-03,2025-02,10
C01399,2024-03,2025-03,11
C01399,2024-03,2025-08,16
C01399,2024-03,2025-09,17
C01399,2024-03,2025-11,19
C01400,2024-09,2024-09,0
C01400,2024-09,2025-04,6
C01400,2024-09,2025-10,12
C01401,2024-09,2024-09,0
C01401,2024-09,2025-02,4
C01402,2025-08,2025-08,0
C01403,2024-05,2024-05,0
C01404,2024-10,2024-10,0
C01404,2024-10,2024-11,0
C01405,2024-03,2024-03,0
C01407,2024-03,2024-03,0
C01410,2024-09,2024-09,0
C01410,2024-09,2024-11,1
C01410,2024-09,2025-02,4
C01410,2024-09,2025-09,11
C01410,2024-09,2025-10,12
C01411,2025-01,2025-01,0
C01411,2025-01,2025-03,1
C01411,2025-01,2025-04,2
C01411,2025-01,2025-05,3
C01412,2024-03,2024-03,0
C01412,2024-03,2025-05,13
C01412,2024-03,2025-07,15
C01414,2024-05,2024-05,0
C01414,2024-05,2025-01,7
C01414,2024-05,2025-10,16
C01416,2024-10,2024-10,0
C01418,2024-04,2024-04,0
C01418,2024-04,2024-11,6
C01418,2024-04,2025-01,8
C01418,2024-04,2025-02,9
C01419,2024-06,2024-06,0
C01420,2024-09,2024-09,0
C01420,2024-09,2025-05,7
C01420,2024-09,2025-07,9
C01420,2024-09,2025-08,10
C01420,2024-09,2025-10,12
C01421,2024-01,2024-01,0
C01421,2024-01,2024-02,0
C01421,2024-01,2024-04,2
C01422,2024-03,2024-03,0
C01422,2024-03,2024-06,2
C01422,2024-03,2024-08,4
C01422,2024-03,2024-12,8
C01422,2024-03,2025-06,14
C01422,2024-03,2025-09,17
C01424,2024-09,2024-09,0
C01425,2024-01,2024-01,0
C01427,2024-09,2024-09,0
C01427,2024-09,2025-10,12
C01429,2025-03,2025-03,0
C01430,2024-04,2024-04,0
C01430,2024-04,2025-07,14
C01431,2024-09,2024-09,0
C01431,2024-09,2025-05,7
C01432,2024-04,2024-04,0
C01432,2024-04,2024-09,4
C01433,2024-11,2024-11,0
C01433,2024-11,2025-12,12
C01434,2024-05,2024-05,0
C01434,2024-05,2025-05,11
C01434,2024-05,2025-06,12
C01434,2024-05,2025-10,16
C01435,2024-11,2024-11,0
C01435,2024-11,2025-04,4
C01437,2024-02,2024-02,0
C01437,2024-02,2025-08,17
C01438,2024-01,2024-01,0
C01438,2024-01,2024-06,4
C01438,2024-01,2025-02,12
C01438,2024-01,2025-06,16
C01439,2024-10,2024-10,0
C01439,2024-10,2025-03,4
C01440,2025-01,2025-01,0
C01440,2025-01,2025-09,7
C01440,2025-01,2025-11,9
C01440,2025-01,2025-12,10
C01441,2024-01,2024-01,0
C01441,2024-01,2024-04,2
C01441,2024-01,2025-02,12
C01441,2024-01,2025-05,15
C01442,2024-05,2024-05,0
C01443,2025-06,2025-06,0
C01443,2025-06,2025-11,4
C01444,2025-12,2025-12,0
C01445,2024-08,2024-08,0
C01445,2024-08,2025-03,6
C01445,2024-08,2025-07,10
C01446,2025-06,2025-06,0
C01446,2025-06,2025-12,5
C01447,2024-06,2024-06,0
C01447,2024-06,2024-08,1
C01447,2024-06,2025-09,14
C01449,2024-07,2024-07,0
C01449,2024-07,2025-01,5
C01449,2024-07,2025-10,14
C01451,2025-01,2025-01,0
C01451,2025-01,2025-05,3
C01451,2025-01,2025-10,8
C01452,2025-05,2025-05,0
C01453,2024-08,2024-08,0
C01453,2024-08,2025-10,14
C01453,2024-08,2025-11,15
C01453,2024-08,2025-12,16
C01454,2024-10,2024-10,0
C01454,2024-10,2025-05,6
C01454,2024-10,2025-12,13
C01455,2024-05,2024-05,0
C01455,2024-05,2025-09,16
C01459,2025-05,2025-05,0
C01460,2024-02,2024-02,0
C01460,2024-02,2024-07,4
C01460,2024-02,2024-11,8
C01460,2024-02,2025-05,14
C01461,2024-03,2024-03,0
C01461,2024-03,2024-04,1
C01461,2024-03,2024-05,2
C01461,2024-03,2024-12,9
C01461,2024-03,2025-02,11
C01461,2024-03,2025-11,20
C01461,2024-03,2025-12,21
C01462,2024-11,2024-11,0
C01462,2024-11,2025-10,10
C01463,2025-12,2025-12,0
C01465,2025-01,2025-01,0
C01465,2025-01,2025-06,4
C01466,2024-07,2024-07,0
C01466,2024-07,2025-09,13
C01466,2024-07,2025-12,16
C01467,2024-04,2024-04,0
C01467,2024-04,2025-02,9
C01469,2024-10,2024-10,0
C01469,2024-10,2025-08,9
C01470,2024-08,2024-08,0
C01470,2024-08,2025-09,12
C01472,2025-06,2025-06,0
C01472,2025-06,2025-08,1
C01472,2025-06,2025-10,3
C01473,2024-09,2024-09,0
C01473,2024-09,2024-10,0
C01473,2024-09,2024-12,2
C01473,2024-09,2025-10,12
C01474,2024-05,2024-05,0
C01474,2024-05,2024-08,2
C01474,2024-05,2025-03,9
C01474,2024-05,2025-09,15
C01475,2025-04,2025-04,0
C01475,2025-04,2025-11,6
C01476,2024-05,2024-05,0
C01479,2024-03,2024-03,0
C01479,2024-03,2024-11,7
C01479,2024-03,2025-01,9
C01480,2025-04,2025-04,0
C01483,2024-01,2024-01,0
C01483,2024-01,2024-04,2
C01483,2024-01,2025-07,17
C01485,2025-08,2025-08,0
C01486,2024-03,2024-03,0
C01486,2024-03,2024-08,4
C01486,2024-03,2025-10,18
C01486,2024-03,2025-11,19
C01488,2024-05,2024-05,0
C01488,2024-05,2024-07,2
C01488,2024-05,2024-08,3
C01488,2024-05,2025-11,18
C01488,2024-05,2025-12,19
C01489,2024-05,2024-05,0
C01489,2024-05,2025-02,8
C01489,2024-05,2025-05,11
C01492,2025-06,2025-06,0
C01492,2025-06,2025-10,3
C01493,2024-03,2024-03,0
C01493,2024-03,2025-09,17
C01493,2024-03,2025-10,18
C01494,2024-09,2024-09,0
C01494,2024-09,2025-09,11
C01494,2024-09,2025-11,13
C01495,2024-10,2024-10,0
C01495,2024-10,2025-05,6
C01496,2024-01,2024-01,0
C01496,2024-01,2024-07,5
C01496,2024-01,2024-08,6
C01499,2024-08,2024-08,0
C01499,2024-08,2025-12,15
C01500,2025-06,2025-06,0
C01501,2024-10,2024-10,0
C01501,2024-10,2025-02,3
C01501,2024-10,2025-04,5
C01502,2024-06,2024-06,0
C01502,2024-06,2025-11,16
C01503,2024-03,2024-03,0
C01503,2024-03,2024-12,8
C01505,2024-07,2024-07,0
C01506,2024-03,2024-03,0
C01506,2024-03,2024-07,3
C01506,2024-03,2025-07,15
C01507,2024-08,2024-08,0
C01507,2024-08,2025-05,8
C01507,2024-08,2025-06,9
C01507,2024-08,2025-08,11
C01507,2024-08,2025-11,14
C01507,2024-08,2025-12,15
C01508,2024-01,2024-01,0
C01509,2024-07,2024-07,0
C01509,2024-07,2024-12,4
C01509,2024-07,2025-02,6
C01509,2024-07,2025-09,13
C01510,2024-04,2024-04,0
C01510,2024-04,2024-10,5
C01510,2024-04,2025-01,8
C01510,2024-04,2025-10,17
C01511,2024-01,2024-01,0
C01511,2024-01,2024-03,1
C01511,2024-01,2024-06,4
C01511,2024-01,2025-04,14
C01511,2024-01,2025-07,17
C01513,2024-05,2024-05,0
C01514,2024-03,2024-03,0
C01514,2024-03,2024-04,0
C01514,2024-03,2024-08,4
C01514,2024-03,2025-07,15
C01515,2024-05,2024-05,0
C01516,2024-06,2024-06,0
C01516,2024-06,2025-07,12
C01517,2024-02,2024-02,0
C01518,2024-12,2024-12,0
C01520,2024-02,2024-02,0
C01520,2024-02,2024-06,3
C01520,2024-02,2025-04,13
C01520,2024-02,2025-05,14
C01520,2024-02,2025-08,17
C01521,2024-10,2024-10,0
C01521,2024-10,2025-08,9
C01523,2024-04,2024-04,0
C01523,2024-04,2024-05,0
C01523,2024-04,2024-07,2
C01523,2024-04,2025-07,14
C01525,2025-02,2025-02,0
C01525,2025-02,2025-06,3
C01526,2024-12,2024-12,0
C01526,2024-12,2025-08,7
C01527,2025-07,2025-07,0
C01527,2025-07,2025-11,3
C01529,2025-08,2025-08,0
C01530,2024-05,2024-05,0
C01530,2024-05,2025-03,9
C01530,2024-05,2025-08,14
C01530,2024-05,2025-09,15
C01532,2024-01,2024-01,0
C01532,2024-01,2024-03,1
C01532,2024-01,2025-05,15
C01533,2024-07,2024-07,0
C01533,2024-07,2025-03,7
C01533,2024-07,2025-07,11
C01533,2024-07,2025-12,16
C01534,2024-03,2024-03,0
C01534,2024-03,2024-10,6
C01534,2024-03,2025-07,15
C01535,2024-03,2024-03,0
C01537,2024-03,2024-03,0
C01537,2024-03,2025-03,11
C01538,2025-06,2025-06,0
C01538,2025-06,2025-12,5
C01539,2024-04,2024-04,0
C01539,2024-04,2024-06,1
C01539,2024-04,2025-03,10
C01539,2024-04,2025-08,15
C01539,2024-04,2025-11,18
C01539,2024-04,2025-12,19
C01540,2024-09,2024-09,0
C01541,2024-04,2024-04,0
C01543,2024-05,2024-05,0
C01543,2024-05,2024-12,6
C01544,2024-06,2024-06,0
C01544,2024-06,2024-10,3
C01545,2024-07,2024-07,0
C01546,2024-06,2024-06,0
C01546,2024-06,2024-11,4
C01546,2024-06,2025-11,16
C01547,2024-02,2024-02,0
C01547,2024-02,2024-09,6
C01548,2024-07,2024-07,0
C01552,2024-08,2024-08,0
C01552,2024-08,2025-03,6
C01552,2024-08,2025-05,8
C01552,2024-08,2025-11,14
C01553,2024-04,2024-04,0
C01553,2024-04,2025-04,11
C01553,2024-04,2025-12,19
C01554,2024-01,2024-01,0
C01554,2024-01,2025-06,16
C01558,2024-07,2024-07,0
C01559,2024-01,2024-01,0
C01560,2024-09,2024-09,0
C01560,2024-09,2025-01,3
C01560,2024-09,2025-03,5
C01560,2024-09,2025-04,6
C01560,2024-09,2025-07,9
C01560,2024-09,2025-08,10
C01560,2024-09,2025-10,12
C01561,2024-01,2024-01,0
C01561,2024-01,2024-07,5
C01561,2024-01,2024-10,8
C01563,2024-12,2024-12,0
C01563,2024-12,2025-05,4
C01563,2024-12,2025-12,11
C01564,2025-12,2025-12,0
C01566,2024-12,2024-12,0
C01566,2024-12,2025-11,10
C01567,2024-12,2024-12,0
C01568,2025-07,2025-07,0
C01569,2024-09,2024-09,0
C01569,2024-09,2025-01,3
C01571,2024-04,2024-04,0
C01571,2024-04,2025-01,8
C01571,2024-04,2025-04,11
C01572,2024-08,2024-08,0
C01572,2024-08,2025-02,5
C01572,2024-08,2025-05,8
C01575,2024-02,2024-02,0
C01575,2024-02,2024-09,7
C01576,2024-01,2024-01,0
C01576,2024-01,2024-05,3
C01577,2024-05,2024-05,0
C01578,2025-02,2025-02,0
C01578,2025-02,2025-05,2
C01578,2025-02,2025-06,3
C01579,2024-06,2024-06,0
C01579,2024-06,2024-09,2
C01579,2024-06,2025-02,7
C01579,2024-06,2025-03,8
C01579,2024-06,2025-11,16
C01580,2024-01,2024-01,0
C01580,2024-01,2024-03,1
C01580,2024-01,2024-04,2
C01580,2024-01,2024-06,4
C01580,2024-01,2024-08,6
C01580,2024-01,2024-12,10
C01580,2024-01,2025-03,13
C01580,2024-01,2025-06,16
C01580,2024-01,2025-12,22
C01581,2024-04,2024-04,0
C01581,2024-04,2024-05,0
C01581,2024-04,2024-07,2
C01581,2024-04,2025-12,19
C01582,2024-02,2024-02,0
C01582,2024-02,2025-06,15
C01583,2024-01,2024-01,0
C01583,2024-01,2025-09,19
C01584,2025-12,2025-12,0
C01586,2024-03,2024-03,0
C01586,2024-03,2024-04,0
C01586,2024-03,2025-06,14
C01587,2024-06,2024-06,0
C01587,2024-06,2025-02,8
C01588,2025-08,2025-08,0
C01589,2024-01,2024-01,0
C01589,2024-01,2024-04,2
C01589,2024-01,2024-05,3
C01589,2024-01,2025-05,15
C01590,2024-04,2024-04,0
C01591,2024-01,2024-01,0
C01592,2024-11,2024-11,0
C01594,2025-11,2025-11,0
C01597,2024-09,2024-09,0
C01597,2024-09,2024-12,2
C01597,2024-09,2025-02,4
C01597,2024-09,2025-09,11
C01597,2024-09,2025-12,14
C01598,2024-04,2024-04,0
C01598,2024-04,2024-12,7
C01598,2024-04,2025-05,12
C01598,2024-04,2025-08,15
C01598,2024-04,2025-12,19
C01599,2024-02,2024-02,0
C01599,2024-02,2025-01,10
C01599,2024-02,2025-06,15
C01600,2025-01,2025-01,0
C01601,2024-07,2024-07,0
C01601,2024-07,2024-09,1
C01601,2024-07,2024-10,2
C01601,2024-07,2024-11,3
C01601,2024-07,2025-12,16
C01602,2024-03,2024-03,0
C01602,2024-03,2024-06,2
C01602,2024-03,2024-09,5
C01603,2024-03,2024-03,0
C01603,2024-03,2024-07,3
C01603,2024-03,2025-10,18
C01604,2024-05,2024-05,0
C01604,2024-05,2025-01,7
C01604,2024-05,2025-03,9
C01606,2024-09,2024-09,0
C01606,2024-09,2024-11,1
C01606,2024-09,2025-05,7
C01607,2024-06,2024-06,0
C01607,2024-06,2024-11,4
C01607,2024-06,2025-06,11
C01607,2024-06,2025-07,12
C01609,2024-05,2024-05,0
C01609,2024-05,2025-02,8
C01609,2024-05,2025-03,9
C01609,2024-05,2025-08,14
C01609,2024-05,2025-10,16
C01610,2025-03,2025-03,0
C01610,2025-03,2025-11,7
C01612,2024-11,2024-11,0
C01612,2024-11,2025-07,7
C01612,2024-11,2025-12,12
C01613,2024-07,2024-07,0
C01614,2025-03,2025-03,0
C01614,2025-03,2025-09,5
C01615,2025-06,2025-06,0
C01616,2024-03,2024-03,0
C01616,2024-03,2025-02,10
C01616,2024-03,2025-07,15
C01617,2024-03,2024-03,0
C01617,2024-03,2024-07,3
C01618,2024-08,2024-08,0
C01619,2024-04,2024-04,0
C01619,2024-04,2025-06,13
C01619,2024-04,2025-07,14
C01622,2024-01,2024-01,0
C01624,2025-04,2025-04,0
C01626,2024-08,2024-08,0
C01626,2024-08,2025-02,5
C01627,2025-08,2025-08,0
C01629,2025-02,2025-02,0
C01630,2024-02,2024-02,0
C01630,2024-02,2024-07,4
C01630,2024-02,2024-09,6
C01631,2025-05,2025-05,0
C01632,2024-04,2024-04,0
C01632,2024-04,2024-12,7
C01632,2024-04,2025-01,8
C01632,2024-04,2025-03,10
C01632,2024-04,2025-08,15
C01633,2024-05,2024-05,0
C01633,2024-05,2024-07,1
C01633,2024-05,2024-11,5
C01633,2024-05,2025-04,10
C01633,2024-05,2025-12,18
C01635,2024-07,2024-07,0
C01635,2024-07,2025-06,10
C01637,2025-09,2025-09,0
C01638,2025-08,2025-08,0
C01638,2025-08,2025-11,2
C01639,2025-06,2025-06,0
C01640,2024-02,2024-02,0
C01641,2024-05,2024-05,0
C01641,2024-05,2024-12,6
C01642,2024-01,2024-01,0
C01643,2024-02,2024-02,0
C01643,2024-02,2024-08,5
C01643,2024-02,2025-09,18
C01644,2024-08,2024-08,0
C01644,2024-08,2024-09,0
C01644,2024-08,2024-11,2
C01644,2024-08,2025-01,4
C01644,2024-08,2025-03,6
C01644,2024-08,2025-05,8
C01646,2024-05,2024-05,0
C01646,2024-05,2025-11,17
C01646,2024-05,2025-12,18
C01648,2024-10,2024-10,0
C01650,2025-03,2025-03,0
C01650,2025-03,2025-05,1
C01651,2024-05,2024-05,0
C01651,2024-05,2024-07,1
C01651,2024-05,2024-10,4
C01651,2024-05,2025-04,10
C01651,2024-05,2025-07,13
C01651,2024-05,2025-12,18
C01653,2024-02,2024-02,0
C01653,2024-02,2024-10,7
C01653,2024-02,2025-02,11
C01653,2024-02,2025-10,19
C01654,2024-04,2024-04,0
C01655,2024-06,2024-06,0
C01655,2024-06,2024-10,3
C01655,2024-06,2024-12,5
C01657,2024-01,2024-01,0
C01657,2024-01,2025-07,17
C01657,2024-01,2025-09,19
C01658,2024-05,2024-05,0
C01658,2024-05,2024-09,3
C01658,2024-05,2025-10,16
C01661,2025-12,2025-12,0
C01663,2025-01,2025-01,0
C01664,2024-05,2024-05,0
C01664,2024-05,2025-11,17
C01664,2024-05,2025-12,18
C01666,2025-01,2025-01,0
C01667,2024-08,2024-08,0
C01667,2024-08,2024-12,3
C01667,2024-08,2025-05,8
C01668,2024-11,2024-11,0
C01668,2024-11,2024-12,0
C01668,2024-11,2025-02,2
C01668,2024-11,2025-12,12
C01669,2024-04,2024-04,0
C01669,2024-04,2024-09,4
C01669,2024-04,2025-05,12
C01671,2024-02,2024-02,0
C01671,2024-02,2024-05,3
C01671,2024-02,2024-10,8
C01672,2024-05,2024-05,0
C01672,2024-05,2024-10,4
C01672,2024-05,2025-03,9
C01672,2024-05,2025-05,11
C01672,2024-05,2025-06,12
C01672,2024-05,2025-07,13
C01673,2024-01,2024-01,0
C01673,2024-01,2024-10,8
C01673,2024-01,2025-10,20
C01676,2024-02,2024-02,0
C01676,2024-02,2024-07,4
C01676,2024-02,2025-05,14
C01677,2025-11,2025-11,0
C01678,2024-01,2024-01,0
C01678,2024-01,2025-03,13
C01679,2025-07,2025-07,0
C01680,2024-11,2024-11,0
C01680,2024-11,2025-01,1
C01680,2024-11,2025-03,3
C01682,2024-03,2024-03,0
C01682,2024-03,2025-10,18
C01683,2025-05,2025-05,0
C01683,2025-05,2025-12,6
C01685,2025-01,2025-01,0
C01685,2025-01,2025-05,3
C01686,2024-12,2024-12,0
C01686,2024-12,2025-02,1
C01686,2024-12,2025-07,6
C01686,2024-12,2025-08,7
C01687,2024-07,2024-07,0
C01687,2024-07,2025-06,10
C01687,2024-07,2025-09,13
C01688,2024-11,2024-11,0
C01688,2024-11,2025-10,10
C01689,2025-06,2025-06,0
C01689,2025-06,2025-08,1
C01689,2025-06,2025-11,4
C01690,2024-05,2024-05,0
C01690,2024-05,2024-11,5
C01690,2024-05,2025-02,8
C01690,2024-05,2025-08,14
C01690,2024-05,2025-12,18
C01692,2024-05,2024-05,0
C01692,2024-05,2025-03,9
C01692,2024-05,2025-07,13
C01694,2024-02,2024-02,0
C01694,2024-02,2024-09,6
C01694,2024-02,2024-12,9
C01694,2024-02,2025-05,14
C01694,2024-02,2025-08,17
C01694,2024-02,2025-12,21
C01695,2024-11,2024-11,0
C01695,2024-11,2025-02,2
C01695,2024-11,2025-09,9
C01696,2025-08,2025-08,0
C01696,2025-08,2025-10,1
C01697,2024-06,2024-06,0
C01697,2024-06,2024-12,5
C01697,2024-06,2025-03,8
C01697,2024-06,2025-07,12
C01698,2024-11,2024-11,0
C01698,2024-11,2024-12,0
C01698,2024-11,2025-06,6
C01698,2024-11,2025-11,11
C01699,2024-11,2024-11,0
C01699,2024-11,2025-06,6
C01699,2024-11,2025-08,8
C01700,2024-03,2024-03,0
C01700,2024-03,2025-10,18
C01700,2024-03,2025-11,19
C01701,2024-01,2024-01,0
C01702,2024-10,2024-10,0
C01702,2024-10,2025-01,2
C01702,2024-10,2025-10,11
C01704,2024-04,2024-04,0
C01706,2025-03,2025-03,0
C01709,2024-02,2024-02,0
C01709,2024-02,2025-03,12
C01709,2024-02,2025-10,19
C01710,2024-03,2024-03,0
C01710,2024-03,2024-12,8
C01711,2024-02,2024-02,0
C01711,2024-02,2025-05,14
C01712,2025-07,2025-07,0
C01714,2025-12,2025-12,0
C01715,2025-08,2025-08,0
C01716,2024-12,2024-12,0
C01717,2025-12,2025-12,0
C01718,2024-02,2024-02,0
C01718,2024-02,2024-04,1
C01718,2024-02,2024-07,4
C01718,2024-02,2025-05,14
C01718,2024-02,2025-06,15
C01719,2024-08,2024-08,0
C01719,2024-08,2025-12,15
C01721,2024-12,2024-12,0
C01722,2025-06,2025-06,0
C01723,2024-09,2024-09,0
C01723,2024-09,2025-04,6
C01723,2024-09,2025-05,7
C01723,2024-09,2025-06,8
C01723,2024-09,2025-07,9
C01726,2024-01,2024-01,0
C01726,2024-01,2024-10,8
C01726,2024-01,2025-04,14
C01726,2024-01,2025-08,18
C01727,2024-02,2024-02,0
