Customer_ID,first_order_date,cohort_month
C00561,2024-03-09,2024-03
C04430,2024-03-09,2024-03
C04087,2024-03-09,2024-03
C02116,2024-03-09,2024-03
C04159,2024-03-09,2024-03
C01412,2024-03-09,2024-03
C01958,2024-03-09,2024-03
C01998,2024-03-09,2024-03
C03805,2024-03-10,2024-03
C04060,2024-03-10,2024-03
C02815,2024-03-10,2024-03
C00946,2024-03-10,2024-03
C01289,2024-03-10,2024-03
C00617,2024-03-10,2024-03
C00683,2024-03-10,2024-03
C04242,2024-03-10,2024-03
C04778,2024-03-10,2024-03
C01331,2024-03-10,2024-03
C03601,2024-03-10,2024-03
C01020,2024-03-10,2024-03
C04738,2024-03-10,2024-03
C04280,2024-03-11,2024-03
C04765,2024-03-11,2024-03
C02879,2024-03-11,2024-03
C04867,2024-03-11,2024-03
C01025,2024-03-11,2024-03
C02679,2024-03-11,2024-03
C00661,2024-03-11,2024-03
C02884,2024-03-11,2024-03
C01098,2024-03-12,2024-03
C04607,2024-03-12,2024-03
C02482,2024-03-12,2024-03
C02633,2024-03-12,2024-03
C04687,2024-03-12,2024-03
C03589,2024-03-12,2024-03
C03649,2024-03-12,2024-03
C02848,2024-03-12,2024-03
C00154,2024-03-12,2024-03
C02081,2024-03-12,2024-03
C03579,2024-03-12,2024-03
C01682,2024-03-12,2024-03
C00638,2024-03-12,2024-03
C04158,2024-03-13,2024-03
C04136,2024-03-13,2024-03
C01138,2024-03-13,2024-03
C01057,2024-03-13,2024-03
C02793,2024-03-13,2024-03
C02674,2024-03-13,2024-03
C03342,2024-03-13,2024-03
C02507,2024-03-13,2024-03
C01617,2024-03-13,2024-03
C03906,2024-03-14,2024-03
C01486,2024-03-14,2024-03
C01083,2024-03-14,2024-03
C00539,2024-03-14,2024-03
C01248,2024-03-14,2024-03
C00760,2024-03-14,2024-03
C02794,2024-03-14,2024-03
C01252,2024-03-14,2024-03
C00720,2024-03-14,2024-03
C02494,2024-03-14,2024-03
C03705,2024-03-14,2024-03
C03062,2024-03-15,2024-03
C03083,2024-03-15,2024-03
C04451,2024-03-15,2024-03
C00455,2024-03-15,2024-03
C03914,2024-03-15,2024-03
C01285,2024-03-15,2024-03
C01602,2024-03-15,2024-03
C04312,2024-03-15,2024-03
C00385,2024-03-15,2024-03
C04304,2024-03-15,2024-03
C04543,2024-03-15,2024-03
C03493,2024-03-16,2024-03
C00551,2024-03-16,2024-03
C04751,2024-03-16,2024-03
C00506,2024-03-16,2024-03
C04724,2024-03-16,2024-03
C02079,2024-03-16,2024-03
C04225,2024-03-16,2024-03
C00584,2024-03-17,2024-03
C01399,2024-03-17,2024-03
C03568,2024-03-17,2024-03
C01503,2024-03-17,2024-03
C02380,2024-03-17,2024-03
C02439,2024-03-17,2024-03
C02922,2024-03-17,2024-03
C00269,2024-03-17,2024-03
C03137,2024-03-17,2024-03
C00868,2024-03-17,2024-03
C02663,2024-03-17,2024-03
C03435,2024-03-17,2024-03
C02801,2024-03-17,2024-03
C00716,2024-03-18,2024-03
C04686,2024-03-18,2024-03
C01212,2024-03-18,2024-03
C02777,2024-03-18,2024-03
C00082,2024-03-18,2024-03
C03186,2024-03-18,2024-03
C03460,2024-03-18,2024-03
C00660,2024-03-18,2024-03
C00636,2024-03-18,2024-03
C02220,2024-03-18,2024-03
C04903,2024-03-18,2024-03
C01281,2024-03-18,2024-03
C02446,2024-03-18,2024-03
C00148,2024-03-18,2024-03
C01259,2024-03-18,2024-03
C03124,2024-03-19,2024-03
C04288,2024-03-19,2024-03
C02606,2024-03-19,2024-03
C03495,2024-03-19,2024-03
C03584,2024-03-19,2024-03
C03727,2024-03-19,2024-03
C00213,2024-03-19,2024-03
C00546,2024-03-19,2024-03
C03926,2024-03-19,2024-03
C03799,2024-03-20,2024-03
C04861,2024-03-20,2024-03
C04301,2024-03-20,2024-03
C01032,2024-03-20,2024-03
C02619,2024-03-20,2024-03
C04616,2024-03-20,2024-03
C00183,2024-03-20,2024-03
C03897,2024-03-20,2024-03
C01821,2024-03-20,2024-03
C00726,2024-03-20,2024-03
C04684,2024-03-20,2024-03
C00071,2024-03-20,2024-03
C00644,2024-03-20,2024-03
C02321,2024-03-20,2024-03
C03591,2024-03-20,2024-03
C01405,2024-03-20,2024-03
C02234,2024-03-21,2024-03
C04878,2024-03-21,2024-03
C01710,2024-03-21,2024-03
C01479,2024-03-21,2024-03
C02178,2024-03-21,2024-03
C03329,2024-03-22,2024-03
C00677,2024-03-22,2024-03
C01506,2024-03-22,2024-03
C02427,2024-03-22,2024-03
C01853,2024-03-22,2024-03
C03854,2024-03-22,2024-03
C03960,2024-03-22,2024-03
C00358,2024-03-22,2024-03
C00127,2024-03-22,2024-03
C01852,2024-03-23,2024-03
C00530,2024-03-23,2024-03
C02288,2024-03-23,2024-03
C04704,2024-03-23,2024-03
C03621,2024-03-23,2024-03
C03391,2024-03-23,2024-03
C02714,2024-03-23,2024-03
C02560,2024-03-24,2024-03
C03521,2024-03-24,2024-03
C01030,2024-03-24,2024-03
C00149,2024-03-24,2024-03
C00369,2024-03-24,2024-03
C00533,2024-03-24,2024-03
C04830,2024-03-24,2024-03
C04161,2024-03-24,2024-03
C04620,2024-03-24,2024-03
C01534,2024-03-24,2024-03
C00728,2024-03-24,2024-03
C01493,2024-03-24,2024-03
C04802,2024-03-24,2024-03
C03409,2024-03-25,2024-03
C04799,2024-03-25,2024-03
C01700,2024-03-25,2024-03
C02481,2024-03-25,2024-03
C00280,2024-03-25,2024-03
C00488,2024-03-25,2024-03
C00376,2024-03-25,2024-03
C01603,2024-03-25,2024-03
C03479,2024-03-25,2024-03
C01269,2024-03-25,2024-03
C04651,2024-03-25,2024-03
C00700,2024-03-25,2024-03
C01407,2024-03-25,2024-03
C00620,2024-03-25,2024-03
C01422,2024-03-26,2024-03
C00031,2024-03-26,2024-03
C00262,2024-03-26,2024-03
C00786,2024-03-26,2024-03
C00979,2024-03-26,2024-03
C01158,2024-03-26,2024-03
C02516,2024-03-26,2024-03
C02117,2024-03-26,2024-03
C03246,2024-03-26,2024-03
C04851,2024-03-26,2024-03
C04411,2024-03-26,2024-03
C00990,2024-03-26,2024-03
C03842,2024-03-26,2024-03
C00783,2024-03-26,2024-03
C02245,2024-03-26,2024-03
C01836,2024-03-26,2024-03
C04929,2024-03-26,2024-03
C04359,2024-03-27,2024-03
C02949,2024-03-27,2024-03
C00263,2024-03-27,2024-03
C04661,2024-03-27,2024-03
C01586,2024-03-27,2024-03
C00557,2024-03-27,2024-03
C02436,2024-03-27,2024-03
C04804,2024-03-27,2024-03
C03846,2024-03-27,2024-03
C00721,2024-03-27,2024-03
C01791,2024-03-27,2024-03
C00825,2024-03-27,2024-03
C02241,2024-03-27,2024-03
C00670,2024-03-27,2024-03
C04977,2024-03-27,2024-03
C00518,2024-03-28,2024-03
C02791,2024-03-28,2024-03
C02074,2024-03-28,2024-03
C00607,2024-03-28,2024-03
C03378,2024-03-28,2024-03
C02029,2024-03-28,2024-03
C00581,2024-03-28,2024-03
C01514,2024-03-28,2024-03
C03407,2024-03-28,2024-03
C04994,2024-03-29,2024-03
C00768,2024-03-29,2024-03
C00120,2024-03-29,2024-03
C03860,2024-03-29,2024-03
C01273,2024-03-29,2024-03
C01946,2024-03-29,2024-03
C01387,2024-03-29,2024-03
C01357,2024-03-29,2024-03
C03883,2024-03-29,2024-03
C03298,2024-03-29,2024-03
C01999,2024-03-29,2024-03
C00822,2024-03-29,2024-03
C00458,2024-03-29,2024-03
C04510,2024-03-30,2024-03
C03254,2024-03-30,2024-03
C00810,2024-03-30,2024-03
C01000,2024-03-30,2024-03
C01074,2024-03-30,2024-03
C01869,2024-03-30,2024-03
C00146,2024-03-30,2024-03
C01351,2024-03-30,2024-03
C01108,2024-03-30,2024-03
C00631,2024-03-30,2024-03
C04380,2024-03-31,2024-03
C04712,2024-03-31,2024-03
C02063,2024-03-31,2024-03
C02020,2024-03-31,2024-03
C02811,2024-03-31,2024-03
C03928,2024-03-31,2024-03
C00710,2024-03-31,2024-03
C04256,2024-03-31,2024-03
C00797,2024-03-31,2024-03
C01012,2024-03-31,2024-03
C00693,2024-03-31,2024-03
C04558,2024-03-31,2024-03
C02391,2024-04-01,2024-04
C01192,2024-04-01,2024-04
C03318,2024-04-01,2024-04
C03982,2024-04-01,2024-04
C04969,2024-04-01,2024-04
C00413,2024-04-01,2024-04
C04630,2024-04-01,2024-04
C03630,2024-04-01,2024-04
C03954,2024-04-01,2024-04
C04044,2024-04-02,2024-04
C04810,2024-04-02,2024-04
C03222,2024-04-02,2024-04
C01046,2024-04-02,2024-04
C04153,2024-04-02,2024-04
C03514,2024-04-02,2024-04
C01900,2024-04-02,2024-04
C03831,2024-04-02,2024-04
C02774,2024-04-02,2024-04
C01795,2024-04-02,2024-04
C00180,2024-04-02,2024-04
C04993,2024-04-02,2024-04
C00594,2024-04-02,2024-04
C02970,2024-04-03,2024-04
C01510,2024-04-03,2024-04
C00532,2024-04-03,2024-04
C00414,2024-04-03,2024-04
C02615,2024-04-03,2024-04
C01818,2024-04-03,2024-04
C01912,2024-04-03,2024-04
C02283,2024-04-03,2024-04
C04232,2024-04-03,2024-04
C04385,2024-04-03,2024-04
C02086,2024-04-03,2024-04
C01539,2024-04-04,2024-04
C01929,2024-04-04,2024-04
C02995,2024-04-04,2024-04
C02638,2024-04-04,2024-04
C04058,2024-04-04,2024-04
C02899,2024-04-04,2024-04
C04629,2024-04-04,2024-04
C02280,2024-04-04,2024-04
C00753,2024-04-04,2024-04
C02226,2024-04-04,2024-04
C02556,2024-04-04,2024-04
C01954,2024-04-04,2024-04
C00469,2024-04-05,2024-04
C01082,2024-04-05,2024-04
C02067,2024-04-05,2024-04
C00383,2024-04-05,2024-04
C04950,2024-04-05,2024-04
C00450,2024-04-05,2024-04
C02016,2024-04-05,2024-04
C02130,2024-04-05,2024-04
C01239,2024-04-05,2024-04
C01619,2024-04-05,2024-04
C00591,2024-04-05,2024-04
C03196,2024-04-05,2024-04
C00205,2024-04-05,2024-04
C00912,2024-04-05,2024-04
C03714,2024-04-05,2024-04
C00877,2024-04-06,2024-04
C02127,2024-04-06,2024-04
C03076,2024-04-06,2024-04
C03736,2024-04-06,2024-04
C04942,2024-04-06,2024-04
C04602,2024-04-06,2024-04
C01704,2024-04-06,2024-04
C02396,2024-04-06,2024-04
C01071,2024-04-07,2024-04
C04862,2024-04-07,2024-04
C03940,2024-04-07,2024-04
C01048,2024-04-07,2024-04
C04524,2024-04-07,2024-04
C01037,2024-04-07,2024-04
C03165,2024-04-07,2024-04
C03097,2024-04-07,2024-04
C00039,2024-04-08,2024-04
C01598,2024-04-08,2024-04
C04885,2024-04-08,2024-04
C02037,2024-04-08,2024-04
C02218,2024-04-08,2024-04
C02363,2024-04-08,2024-04
C00304,2024-04-08,2024-04
C01541,2024-04-08,2024-04
C02493,2024-04-08,2024-04
C02712,2024-04-08,2024-04
C00084,2024-04-08,2024-04
C00961,2024-04-08,2024-04
C01748,2024-04-08,2024-04
C03731,2024-04-08,2024-04
C04333,2024-04-08,2024-04
C01936,2024-04-09,2024-04
C02168,2024-04-09,2024-04
C00258,2024-04-09,2024-04
C03567,2024-04-09,2024-04
C03434,2024-04-10,2024-04
C02149,2024-04-10,2024-04
C00320,2024-04-10,2024-04
C04908,2024-04-10,2024-04
C01344,2024-04-10,2024-04
C01084,2024-04-10,2024-04
C02625,2024-04-10,2024-04
C00888,2024-04-10,2024-04
C01923,2024-04-11,2024-04
C00324,2024-04-11,2024-04
C01150,2024-04-11,2024-04
C04067,2024-04-11,2024-04
C04968,2024-04-11,2024-04
C02239,2024-04-11,2024-04
C00627,2024-04-11,2024-04
C00562,2024-04-11,2024-04
C03551,2024-04-11,2024-04
C03425,2024-04-12,2024-04
C02075,2024-04-12,2024-04
C04881,2024-04-12,2024-04
C00709,2024-04-12,2024-04
C02535,2024-04-12,2024-04
C01418,2024-04-12,2024-04
C01768,2024-04-12,2024-04
C00746,2024-04-12,2024-04
C00606,2024-04-12,2024-04
C02448,2024-04-12,2024-04
C02115,2024-04-12,2024-04
C04154,2024-04-12,2024-04
C00816,2024-04-12,2024-04
C00274,2024-04-12,2024-04
C03273,2024-04-13,2024-04
C02323,2024-04-13,2024-04
C01324,2024-04-13,2024-04
C02953,2024-04-13,2024-04
C04094,2024-04-13,2024-04
C04208,2024-04-13,2024-04
C03163,2024-04-13,2024-04
C03216,2024-04-13,2024-04
C04581,2024-04-13,2024-04
C01054,2024-04-13,2024-04
C01747,2024-04-14,2024-04
C02182,2024-04-14,2024-04
C01376,2024-04-14,2024-04
C01202,2024-04-14,2024-04
C02979,2024-04-14,2024-04
C00165,2024-04-14,2024-04
C03873,2024-04-15,2024-04
C01632,2024-04-15,2024-04
C03819,2024-04-15,2024-04
C02025,2024-04-15,2024-04
C02748,2024-04-15,2024-04
C03232,2024-04-15,2024-04
C04369,2024-04-15,2024-04
C04252,2024-04-15,2024-04
C00395,2024-04-15,2024-04
C01310,2024-04-15,2024-04
C01467,2024-04-15,2024-04
C02690,2024-04-15,2024-04
C02723,2024-04-15,2024-04
C00540,2024-04-16,2024-04
C00187,2024-04-16,2024-04
C00168,2024-04-16,2024-04
C04636,2024-04-16,2024-04
C04310,2024-04-16,2024-04
C04893,2024-04-17,2024-04
C04287,2024-04-17,2024-04
C04470,2024-04-17,2024-04
C02869,2024-04-17,2024-04
C03111,2024-04-17,2024-04
C01432,2024-04-17,2024-04
C02466,2024-04-17,2024-04
C02517,2024-04-17,2024-04
C03544,2024-04-17,2024-04
C01214,2024-04-17,2024-04
C03955,2024-04-17,2024-04
C02990,2024-04-17,2024-04
C04107,2024-04-17,2024-04
C04463,2024-04-17,2024-04
C03174,2024-04-18,2024-04
C04578,2024-04-18,2024-04
C00323,2024-04-18,2024-04
C03296,2024-04-18,2024-04
C02877,2024-04-18,2024-04
C04606,2024-04-18,2024-04
C03482,2024-04-18,2024-04
C02770,2024-04-18,2024-04
C02766,2024-04-19,2024-04
C01350,2024-04-19,2024-04
C04052,2024-04-19,2024-04
C01553,2024-04-19,2024-04
C02069,2024-04-19,2024-04
C04873,2024-04-19,2024-04
C03839,2024-04-19,2024-04
C02311,2024-04-19,2024-04
C00685,2024-04-19,2024-04
C01966,2024-04-20,2024-04
C03647,2024-04-20,2024-04
C03389,2024-04-20,2024-04
C00499,2024-04-20,2024-04
C01149,2024-04-20,2024-04
C01755,2024-04-20,2024-04
C02424,2024-04-20,2024-04
C04437,2024-04-21,2024-04
C01581,2024-04-21,2024-04
C03380,2024-04-21,2024-04
C01903,2024-04-21,2024-04
C03513,2024-04-21,2024-04
C01590,2024-04-21,2024-04
C01571,2024-04-22,2024-04
C04092,2024-04-22,2024-04
C01169,2024-04-22,2024-04
C02798,2024-04-22,2024-04
C01654,2024-04-22,2024-04
C03761,2024-04-23,2024-04
C01970,2024-04-23,2024-04
C03445,2024-04-23,2024-04
C02252,2024-04-23,2024-04
C04734,2024-04-23,2024-04
C01780,2024-04-23,2024-04
C00628,2024-04-23,2024-04
C00466,2024-04-24,2024-04
C01315,2024-04-24,2024-04
C00212,2024-04-24,2024-04
C03187,2024-04-24,2024-04
C01311,2024-04-24,2024-04
C00513,2024-04-24,2024-04
C04931,2024-04-25,2024-04
C02148,2024-04-25,2024-04
C00256,2024-04-25,2024-04
C00152,2024-04-25,2024-04
C01343,2024-04-25,2024-04
C04493,2024-04-25,2024-04
C04462,2024-04-25,2024-04
C02931,2024-04-25,2024-04
C04613,2024-04-25,2024-04
C01669,2024-04-25,2024-04
C01856,2024-04-25,2024-04
C02015,2024-04-26,2024-04
C02134,2024-04-26,2024-04
C02589,2024-04-26,2024-04
C02335,2024-04-26,2024-04
C01006,2024-04-26,2024-04
C04632,2024-04-26,2024-04
C00743,2024-04-26,2024-04
C03640,2024-04-26,2024-04
C01328,2024-04-26,2024-04
C04269,2024-04-27,2024-04
C02506,2024-04-27,2024-04
C03697,2024-04-27,2024-04
C02372,2024-04-27,2024-04
C00057,2024-04-27,2024-04
C03484,2024-04-27,2024-04
C02153,2024-04-27,2024-04
C03552,2024-04-28,2024-04
C03202,2024-04-28,2024-04
C04344,2024-04-28,2024-04
C01274,2024-04-28,2024-04
C02213,2024-04-28,2024-04
C03525,2024-04-28,2024-04
C00079,2024-04-28,2024-04
C04776,2024-04-28,2024-04
C03576,2024-04-28,2024-04
C01107,2024-04-29,2024-04
C02441,2024-04-29,2024-04
C03096,2024-04-29,2024-04
C03659,2024-04-29,2024-04
C01430,2024-04-29,2024-04
C03767,2024-04-29,2024-04
C04244,2024-04-29,2024-04
C00950,2024-04-29,2024-04
C02717,2024-04-30,2024-04
C01381,2024-04-30,2024-04
C02110,2024-04-30,2024-04
C03810,2024-04-30,2024-04
C01759,2024-04-30,2024-04
C01523,2024-04-30,2024-04
C00516,2024-04-30,2024-04
C03279,2024-04-30,2024-04
C04895,2024-04-30,2024-04
C00612,2024-04-30,2024-04
C04133,2024-04-30,2024-04
C04374,2024-04-30,2024-04
C03891,2024-04-30,2024-04
C01166,2024-04-30,2024-04
C04601,2024-05-01,2024-05
C04695,2024-05-01,2024-05
C01488,2024-05-01,2024-05
C02531,2024-05-01,2024-05
C02293,2024-05-01,2024-05
C02852,2024-05-01,2024-05
C00903,2024-05-01,2024-05
C02027,2024-05-01,2024-05
C01455,2024-05-01,2024-05
C00667,2024-05-02,2024-05
C00910,2024-05-02,2024-05
C01297,2024-05-02,2024-05
C01190,2024-05-02,2024-05
C04753,2024-05-02,2024-05
C02682,2024-05-02,2024-05
C01874,2024-05-02,2024-05
C02415,2024-05-02,2024-05
C02035,2024-05-02,2024-05
C03532,2024-05-03,2024-05
C04397,2024-05-03,2024-05
C02545,2024-05-03,2024-05
C00818,2024-05-03,2024-05
C02442,2024-05-03,2024-05
C02423,2024-05-03,2024-05
C00536,2024-05-03,2024-05
C01513,2024-05-03,2024-05
C00657,2024-05-04,2024-05
C01174,2024-05-04,2024-05
C04366,2024-05-04,2024-05
C00103,2024-05-04,2024-05
C02984,2024-05-04,2024-05
C00231,2024-05-04,2024-05
C00550,2024-05-04,2024-05
C02671,2024-05-04,2024-05
C01332,2024-05-04,2024-05
C00134,2024-05-04,2024-05
C01664,2024-05-04,2024-05
C03590,2024-05-04,2024-05
C03756,2024-05-04,2024-05
C00865,2024-05-04,2024-05
C00116,2024-05-05,2024-05
C02932,2024-05-05,2024-05
C04192,2024-05-05,2024-05
C00299,2024-05-05,2024-05
C03339,2024-05-05,2024-05
C02778,2024-05-05,2024-05
C03274,2024-05-06,2024-05
C03843,2024-05-06,2024-05
C02418,2024-05-06,2024-05
C04015,2024-05-06,2024-05
C03654,2024-05-06,2024-05
C04291,2024-05-06,2024-05
C03725,2024-05-06,2024-05
C00569,2024-05-06,2024-05
C03987,2024-05-06,2024-05
C00999,2024-05-06,2024-05
C02518,2024-05-06,2024-05
C04887,2024-05-06,2024-05
C03726,2024-05-06,2024-05
C00052,2024-05-07,2024-05
C03068,2024-05-07,2024-05
C01272,2024-05-07,2024-05
C04274,2024-05-07,2024-05
C00423,2024-05-07,2024-05
C00418,2024-05-07,2024-05
C00577,2024-05-07,2024-05
C03679,2024-05-07,2024-05
C00464,2024-05-07,2024-05
C01038,2024-05-07,2024-05
C01414,2024-05-08,2024-05
C04400,2024-05-08,2024-05
C00110,2024-05-08,2024-05
C03699,2024-05-08,2024-05
C01211,2024-05-08,2024-05
C00511,2024-05-08,2024-05
C01879,2024-05-08,2024-05
C00945,2024-05-08,2024-05
C00098,2024-05-09,2024-05
C04361,2024-05-09,2024-05
C02901,2024-05-09,2024-05
C04513,2024-05-09,2024-05
C04278,2024-05-09,2024-05
C02105,2024-05-09,2024-05
C02955,2024-05-10,2024-05
C02425,2024-05-10,2024-05
C03673,2024-05-10,2024-05
C01646,2024-05-10,2024-05
C01641,2024-05-10,2024-05
C02242,2024-05-10,2024-05
C01802,2024-05-10,2024-05
C03072,2024-05-10,2024-05
C03025,2024-05-11,2024-05
C02917,2024-05-11,2024-05
C01220,2024-05-11,2024-05
C00790,2024-05-11,2024-05
C01864,2024-05-11,2024-05
C00782,2024-05-11,2024-05
C04024,2024-05-11,2024-05
C01692,2024-05-11,2024-05
C00602,2024-05-11,2024-05
C02276,2024-05-11,2024-05
C04530,2024-05-12,2024-05
C04705,2024-05-12,2024-05
C00640,2024-05-12,2024-05
C04406,2024-05-12,2024-05
C02131,2024-05-12,2024-05
C03175,2024-05-12,2024-05
C04865,2024-05-12,2024-05
C03818,2024-05-12,2024-05
C03539,2024-05-12,2024-05
C04279,2024-05-12,2024-05
C03769,2024-05-12,2024-05
C04532,2024-05-12,2024-05
C03075,2024-05-13,2024-05
C03302,2024-05-13,2024-05
C01938,2024-05-13,2024-05
C02842,2024-05-13,2024-05
C02462,2024-05-13,2024-05
C02945,2024-05-13,2024-05
C00619,2024-05-13,2024-05
C02383,2024-05-13,2024-05
C02938,2024-05-13,2024-05
C03053,2024-05-13,2024-05
C03667,2024-05-13,2024-05
C00315,2024-05-13,2024-05
C01113,2024-05-14,2024-05
C03320,2024-05-14,2024-05
C03847,2024-05-14,2024-05
C03243,2024-05-14,2024-05
C03922,2024-05-15,2024-05
C01845,2024-05-15,2024-05
C03181,2024-05-15,2024-05
C00191,2024-05-15,2024-05
C02865,2024-05-15,2024-05
C03211,2024-05-15,2024-05
C04431,2024-05-15,2024-05
C03089,2024-05-15,2024-05
C02078,2024-05-16,2024-05
C04902,2024-05-16,2024-05
C01251,2024-05-16,2024-05
C03603,2024-05-16,2024-05
C03945,2024-05-16,2024-05
C04106,2024-05-16,2024-05
C02591,2024-05-16,2024-05
C04315,2024-05-16,2024-05
C04658,2024-05-17,2024-05
C03561,2024-05-17,2024-05
C02902,2024-05-17,2024-05
C01403,2024-05-17,2024-05
C02489,2024-05-17,2024-05
C03470,2024-05-17,2024-05
C02062,2024-05-17,2024-05
C04486,2024-05-17,2024-05
C03973,2024-05-17,2024-05
C01434,2024-05-17,2024-05
C01764,2024-05-17,2024-05
C01577,2024-05-17,2024-05
C04096,2024-05-17,2024-05
C00512,2024-05-17,2024-05
C04233,2024-05-17,2024-05
C04682,2024-05-17,2024-05
C03192,2024-05-17,2024-05
C01118,2024-05-17,2024-05
C03044,2024-05-18,2024-05
C01651,2024-05-18,2024-05
C03321,2024-05-18,2024-05
C03374,2024-05-18,2024-05
C04070,2024-05-18,2024-05
C01771,2024-05-18,2024-05
C02319,2024-05-19,2024-05
C02152,2024-05-19,2024-05
C03263,2024-05-19,2024-05
C03240,2024-05-19,2024-05
C01059,2024-05-19,2024-05
C00953,2024-05-20,2024-05
C00107,2024-05-20,2024-05
C00029,2024-05-20,2024-05
C02708,2024-05-20,2024-05
C04039,2024-05-20,2024-05
C02187,2024-05-21,2024-05
C02271,2024-05-21,2024-05
C01489,2024-05-21,2024-05
C02751,2024-05-21,2024-05
C03157,2024-05-21,2024-05
C03166,2024-05-21,2024-05
C02139,2024-05-22,2024-05
C03903,2024-05-22,2024-05
C01633,2024-05-22,2024-05
C01609,2024-05-22,2024-05
C03553,2024-05-22,2024-05
C02906,2024-05-22,2024-05
C04081,2024-05-23,2024-05
C01690,2024-05-23,2024-05
C01474,2024-05-23,2024-05
C03696,2024-05-23,2024-05
C01672,2024-05-23,2024-05
C01361,2024-05-23,2024-05
C01658,2024-05-23,2024-05
C00359,2024-05-23,2024-05
C02804,2024-05-23,2024-05
C03558,2024-05-23,2024-05
C02805,2024-05-23,2024-05
C04219,2024-05-23,2024-05
C00364,2024-05-23,2024-05
C03537,2024-05-23,2024-05
C03950,2024-05-23,2024-05
C04323,2024-05-24,2024-05
C01810,2024-05-24,2024-05
C03079,2024-05-24,2024-05
C01757,2024-05-24,2024-05
C00859,2024-05-24,2024-05
C01173,2024-05-25,2024-05
C02911,2024-05-25,2024-05
C02757,2024-05-25,2024-05
C01171,2024-05-25,2024-05
C02944,2024-05-25,2024-05
C02914,2024-05-25,2024-05
C03650,2024-05-25,2024-05
C02431,2024-05-25,2024-05
C04938,2024-05-25,2024-05
C04335,2024-05-25,2024-05
C00809,2024-05-25,2024-05
C01442,2024-05-25,2024-05
C02088,2024-05-26,2024-05
C00829,2024-05-26,2024-05
C01604,2024-05-26,2024-05
C03448,2024-05-26,2024-05
C02784,2024-05-26,2024-05
C00217,2024-05-26,2024-05
C02477,2024-05-26,2024-05
C04852,2024-05-26,2024-05
C03250,2024-05-26,2024-05
C04652,2024-05-26,2024-05
C04284,2024-05-27,2024-05
C02138,2024-05-27,2024-05
C04872,2024-05-27,2024-05
C01530,2024-05-27,2024-05
C03713,2024-05-27,2024-05
C01786,2024-05-27,2024-05
C04405,2024-05-27,2024-05
C01296,2024-05-27,2024-05
C02341,2024-05-28,2024-05
C04756,2024-05-28,2024-05
C01231,2024-05-28,2024-05
C04593,2024-05-29,2024-05
C04043,2024-05-29,2024-05
C01076,2024-05-29,2024-05
C03832,2024-05-29,2024-05
C02699,2024-05-29,2024-05
C00698,2024-05-29,2024-05
C00495,2024-05-29,2024-05
C04986,2024-05-29,2024-05
C03701,2024-05-29,2024-05
C01476,2024-05-29,2024-05
C04954,2024-05-29,2024-05
C01288,2024-05-30,2024-05
C03792,2024-05-30,2024-05
C01128,2024-05-30,2024-05
C02908,2024-05-30,2024-05
C01769,2024-05-31,2024-05
C04596,2024-05-31,2024-05
C00208,2024-05-31,2024-05
C00800,2024-05-31,2024-05
C02394,2024-05-31,2024-05
C04453,2024-05-31,2024-05
C04870,2024-05-31,2024-05
C01515,2024-05-31,2024-05
C01543,2024-05-31,2024-05
C02428,2024-05-31,2024-05
C03536,2024-06-01,2024-06
C00679,2024-06-01,2024-06
C03245,2024-06-01,2024-06
C04355,2024-06-01,2024-06
C00449,2024-06-01,2024-06
C01587,2024-06-01,2024-06
C02966,2024-06-01,2024-06
C04907,2024-06-01,2024-06
C04770,2024-06-01,2024-06
C01893,2024-06-01,2024-06
C02727,2024-06-01,2024-06
C00463,2024-06-02,2024-06
C01064,2024-06-02,2024-06
C01516,2024-06-02,2024-06
C00375,2024-06-02,2024-06
C03964,2024-06-02,2024-06
C03023,2024-06-02,2024-06
C03610,2024-06-02,2024-06
C04006,2024-06-03,2024-06
C04151,2024-06-03,2024-06
C02100,2024-06-03,2024-06
C01546,2024-06-03,2024-06
C04982,2024-06-03,2024-06
C01067,2024-06-03,2024-06
C04551,2024-06-03,2024-06
C02180,2024-06-03,2024-06
C01607,2024-06-03,2024-06
C00838,2024-06-03,2024-06
C02587,2024-06-03,2024-06
C04913,2024-06-03,2024-06
C01579,2024-06-04,2024-06
C04294,2024-06-04,2024-06
C04915,2024-06-04,2024-06
C03999,2024-06-04,2024-06
C02818,2024-06-04,2024-06
C04062,2024-06-04,2024-06
C02736,2024-06-04,2024-06
C04965,2024-06-04,2024-06
C02170,2024-06-05,2024-06
C03760,2024-06-05,2024-06
C03662,2024-06-05,2024-06
C00010,2024-06-05,2024-06
C01930,2024-06-05,2024-06
C01283,2024-06-05,2024-06
C04946,2024-06-05,2024-06
C01731,2024-06-05,2024-06
C03090,2024-06-05,2024-06
C00089,2024-06-05,2024-06
C01447,2024-06-06,2024-06
C04604,2024-06-06,2024-06
C04441,2024-06-06,2024-06
C03214,2024-06-06,2024-06
C04056,2024-06-06,2024-06
C02721,2024-06-07,2024-06
C03796,2024-06-07,2024-06
C01337,2024-06-07,2024-06
C04109,2024-06-07,2024-06
C00467,2024-06-07,2024-06
C03910,2024-06-08,2024-06
C02200,2024-06-08,2024-06
C03934,2024-06-08,2024-06
C04032,2024-06-08,2024-06
C04029,2024-06-08,2024-06
C02720,2024-06-09,2024-06
C04146,2024-06-09,2024-06
C04055,2024-06-09,2024-06
C00008,2024-06-10,2024-06
